Nombre Estacion	Provincia	Fecha	Temperatura media diaria	Temperatura de rocio	 Presion reducida al nivel medio del mar (hpa)	Presion al nivel de la estacion (hpa)	Visibilidad en km	 Viento medio (m/s)	Máximo viento sostenido (m/s)	 Temperatura Máxima (Celsisus)	Temperatura Minima (Celsisus)	Neblina	Lluvia	Nieve o agua nieve	Granizo	random
Ezeiza_Aero	Buenos_Aires	10625	6,6	5,3	1019,2	1016,7	6,3	1,5	3,1	13,6	1	1	0	0	0	0,472800513
Laboulaye_Aero	Cordoba	10404	17,3	13,2	1010,9	994,7	10	1,5	3,1	23,1	12,8	0	0	0	0	0,885364691
Gualeguaychu_Aero	Entre_Rios	11113	22,1	13	1015,1	1012,4	15	4,9	9,3	29,2	15,7	0	0	0	0	0,634362169
San_Antonio_Oeste_Aero	Rio_Negro	10408	13,9	6,8	1020,1	1017,6	29,9	2,5	3,6	22,9	4,6	0	0	0	0	0,707097245
Tartagal_Aero	Salta	10124	30,6	18,6	1002,1	953,6	10	3,1	5,1	36,7	25	0	0	0	0	0,389401538
Mendoza_Aero	Mendoza	10705	9,8	0,5	1014,2	932,8	12,2	0,9	3,6	13	6,9	0	0	0	0	0,854102422
Trelew_Aero	Chubut	10404	18,9	12,1	1006,8	1001,8	27,7	5,1	7,2	27,4	13,4	0	0	0	0	0,095259904
Comodoro_Rivadavia_Aero	Chubut	11026	16,3	-4,1	1007,1	1001,6	19,6	9,1	13,9	22,2	11,7	0	1	0	0	0,638749794
Villa_Dolores_Aero	Cordoba	10809	8	-8,6	1029,5	961,2	29,9	2,3	4,1	14	2,4	0	0	0	0	0,276797236
Chamical_Aero	La_Rioja	10515	12,9	5,3	1019,7	965,7	19,2	0,5	2,1	23,6	9	0	0	0	0	0,638809546
La_Rioja_Aero	La_Rioja	11016	28	14,5	1008,3	960,5	20	2,3	3,6	32,5	14,4	0	1	0	0	0,336126591
Pilar	Cordoba	10313	16,1	14,3	1016,2	976,9	9	1	2,6	26,6	13	0	1	0	0	0,014500793
General_Pico_Aero	La_Pampa	10626	11,6	3	1014,5	997	20	3,6	6,2	20,2	2,2	0	0	0	0	0,370815392
San_Luis_Aero	San_Luis	10320	19,6	10,6	1010,8	930,6	20	2,2	4,1	26,1	13,6	0	0	0	0	0,540327051
Villa_Dolores_Aero	Cordoba	10505	17,4	11,7	1020	954,5	26,2	1,2	2,6	24,1	10,5	0	0	0	0	0,577904842
La_Plata	Buenos_Aires	10317	13,6	6,7	1028,1	1025,2	10	4,6	7,7	19,6	5,3	0	0	0	0	0,775111266
Villa_Reynolds_Aero	San_Luis	10122	24,4	15,3	1013,4	958,7	15	2,8	8,2	31,4	18,6	0	0	0	0	0,055132511
Catamarca_Aero_II	Catamarca	10416	23,6	11,9	1011,8	960,6	20	5,3	8,7	31,7	15,5	0	0	0	0	0,007119179
Rio_Cuarto_Aero	Cordoba	10724	5,6	-5,3	1027,3	975,7	12,1	3,1	6,2	15	-4,1	0	0	0	0	0,216441711
San_Antonio_Oeste_Aero	Rio_Negro	10626	10	-4,5	1009,8	1007,3	29,9	6,6	15,4	17,9	0,6	0	0	0	0	0,599164168
Ushuaia_Aero_II	Ushuaia	11107	2,1	-1,3	993,3	986,3	11,1	9,8	17	9,5	0,2	0	1	1	0	0,692543128
Tucuman_Aero_II	Tucuman	10309	29,1	23,7	1004,1	954,9	10,8	2,5	5,1	34,1	24	0	1	0	0	0,998454428
Rosario_Aero	Santa_Fe	10513	15,5	14	1014,4	1011,3	5,6	1,4	3,1	22,4	9,9	1	0	0	0	0,517281465
Mar_Del_Plata_Aero	Buenos_Aires	10802	7,7	5,6	1020,2	1017,6	7,7	2,7	5,7	10,3	7	0	1	0	0	0,026000022
Esquel_Aero	Chubut	11104	13,7	2,9	1016,2	924,7	21,4	3,2	6,2	23,2	1,4	0	0	0	0	0,868052092
Laboulaye_Aero	Cordoba	10218	18,2	5,1	1018,2	1002	10	2,1	4,1	25,8	8,5	0	0	0	0	0,815803474
Paso_De_Los_Libres_Aero	Corrientes	10722	5,7	0,6	1024	1015,3	11,1	5,7	8,7	11,2	0,5	0	0	0	0	0,564385036
Rosario_Aero	Santa_Fe	10202	27,2	21,7	1008,4	1005,6	10,8	3,4	7,7	36,8	22,4	0	1	0	0	0,059101425
San_Julian_Aero	Santa_Cruz	10531	5,4	2,9	983,3	975,8	29,9	3,2	4,1	9,4	1,7	0	0	0	0	0,458650476
San_Rafael_Aero	Mendoza	10317	15,8	12,3	1020,2	934,4	18,5	1,8	3,1	19	9,8	0	0	0	0	0,635445035
Rio_Gallegos_Aero	Santa_Cruz	10109	16,1	6,4	999	996,8	17,4	4,6	9,8	26,2	9,5	0	1	0	0	0,585115224
Pilar	Cordoba	10122	24,8	13,6	1015,7	977,2	14,5	3,3	4,6	30,8	18,5	0	0	0	0	0,489546603
Laboulaye_Aero	Cordoba	10104	21,9	15,4	1010,6	994,7	9,8	2,8	7,2	29,9	15,8	0	1	0	0	0,758945069
Presidencia_R_S_Penia_Aero	Chaco	10806	20	11,3	1015	1004,2	20	3,8	6,2	27,9	11,4	0	0	0	0	0,123205727
Villa_Dolores_Aero	Cordoba	10228	26,7	13,1	1006,8	944	29,9	7,4	12,3	34,8	20,8	0	0	0	0	0,956923627
Santa_Rosa_Aero	La_Pampa	10307	15,7	6,1	1013,7	991,2	24,3	1,6	3,1	24,9	9,8	0	0	0	0	0,727031895
Mar_Del_Plata_Aero	Buenos_Aires	10527	8,6	7,4	1011	1008,5	3,7	1,5	4,6	19	2	1	0	0	0	0,7924185
Catamarca_Aero_II	Catamarca	10322	25,9	13,8	1009,4	958,6	20	10	12,3	32,5	19,5	0	0	0	0	0,236491041
Tartagal_Aero	Salta	10204	26,8	19,1	1008,2	958,8	10	1,2	3,1	33,7	21	0	0	0	0	0,124739991
Trelew_Aero	Chubut	10228	16,1	14,1	1016,5	1011,4	20,8	5,3	7,7	18,2	14,4	0	1	0	0	0,980483856
El_Bolson	Rio_Negro	11105	17,6	6,4	1011,9	972,5	29,9	1,5	3,1	27	4	0	0	0	0	0,95395271
Junin_Aero	Buenos_Aires	11001	12,2	7,7	1016,3	1006,5	10,8	4,3	5,1	16,6	8,4	0	0	0	0	0,678081266
Dolores_Aero	Buenos_Aires	10528	13,1	12,5	1003,2	1002,1	9,8	3,9	6,2	18,7	7,9	0	1	0	0	0,931590641
San_Rafael_Aero	Mendoza	11001	10,5	1,2	1017,7	930,6	20	3,4	7,7	19,7	1	0	0	0	0	0,022501525
Ushuaia_Aero_II	Ushuaia	10727	2,7	-1	996,6	989,5	15	7,4	19	6	-2,2	0	1	1	0	0,254969441
Marcos_Juarez_Aero	Cordoba	10819	14,9	7,3	1014,5	1000,8	20	5,3	6,2	28,9	5,7	0	0	0	0	0,002622984
Corrientes_Aero	Entre_Rios	10914	15,2	13,5	1015,1	1007,7	7,2	3,6	5,1	20,1	13,8	0	1	0	0	0,97617858
La_Rioja_Aero	La_Rioja	10402	20,8	10,1	1016,3	967,3	17,5	2,8	4,1	24,1	15,2	0	0	0	0	0,272017983
Formosa_Aero	Formosa	10317	21,1	16,8	1017,4	1010,7	14,5	5,7	9,3	28,8	16,9	0	0	0	0	0,70493101
Iguazu_Aero	Misiones	10304	25	23,7	1011,3	980,7	12,4	2,5	7,7	31	23	0	1	0	0	0,476063564
Mar_Del_Plata_Aero	Buenos_Aires	10808	9,4	3,6	1009,3	1006,8	9,8	4,5	7,7	15,2	6	0	0	0	0	0,463149124
Trelew_Aero	Chubut	10131	24,3	7,3	1003,3	998,3	29,4	3,7	7,2	35,6	16	0	0	0	0	0,744817425
San_Martin_Mza	Mendoza	11027	22,6	3,4	1013,2	940,2	15	3,5	6,2	30	16	0	0	0	0	0,982610012
Ceres_Aero	Santa_Fe	10108	27,9	22,5	1007,2	997,2	12,1	3,5	7,2	33	22,6	0	0	0	0	0,722003743
San_Antonio_Oeste_Aero	Rio_Negro	10624	4,1	-3,7	1020,7	1018,2	29,9	6,7	10,3	14,2	-3,4	0	0	0	0	0,218112588
Ushuaia_Aero_II	Ushuaia	10804	3,2	1	993,9	986,9	14	3,4	7,2	4,4	1,7	0	1	0	0	0,802545252
Junin_Aero	Buenos_Aires	10602	11,9	2,9	1015,8	1006,1	11,7	3,7	5,1	22,8	4,6	0	0	0	0	0,75958188
Marcos_Juarez_Aero	Cordoba	10724	4,7	-2,2	1027,8	1013,5	20	2,5	3,1	12,3	-4,8	0	0	0	0	0,614280555
Gualeguaychu_Aero	Entre_Rios	10116	27,1	18,8	1007,5	1004,9	15	2,2	4,1	31,7	20,2	0	0	0	0	0,543933618
Villa_Dolores_Aero	Cordoba	10829	19,9	-5,6	1015,5	950,6	15	5,1	7,7	29,4	10,2	0	0	0	0	0,354235245
Comodoro_Rivadavia_Aero	Chubut	10708	7,2	-5,4	1014,9	1010,2	16,4	3,7	6,7	12	0,6	0	0	0	0	0,68974793
Neuquen_Aero	Neuquen	10105	25,9	4,7	1008,8	978,1	12,4	4,3	7,7	33,2	17,8	0	0	0	0	0,468583425
San_Julian_Aero	Santa_Cruz	10722	4,2	-1,9	1020,9	1013,1	29,9	5,1	6,7	7,1	-1,3	0	1	0	0	0,336510187
Presidencia_R_S_Penia_Aero	Chaco	10822	23,2	9,7	1007,2	996,7	12,6	6,3	10,8	36,1	16,4	0	0	0	0	0,534634506
Tucuman_Aero_II	Tucuman	10520	12,4	7,2	1020,6	968,7	9,8	2,8	4,1	20,1	6	1	0	0	0	0,775471271
La_Rioja_Aero	La_Rioja	10515	15,7	9,6	1018,2	968,5	17,5	2,6	3,1	26	13	0	0	0	0	0,821636516
Posadas_Aero	Misiones	10102	21,4	13,1	1017,3	1002,7	13,2	2,8	5,1	27,2	15,3	0	0	0	0	0,820554986
La_Plata	Buenos_Aires	10819	15,6	10,6	1017,3	1014,6	10	3,5	6,2	21,2	9	0	0	0	0	0,563211356
Paso_De_Los_Libres_Aero	Corrientes	10309	23,8	21,8	1009,5	1001,3	11,1	3,1	7,7	28	22	0	1	0	0	0,438900074
Oran_Aero	Salta	10329	24,7	19	1012,2	972,1	9	2,3	4,1	30,4	19,6	0	0	0	0	0,204030145
Tartagal_Aero	Salta	10404	18,2	15,9	1011,1	960	6,9	2,1	6,2	22,2	15,7	0	1	0	0	0,507194404
Viedma_Aero	Rio_Negro	10207	29,2	12,7	1011,4	1010,6	29,9	6,7	10,8	39,3	17,6	0	0	0	0	0,921375876
Concordia_Aero	Entre_Rios	11001	12,9	7,1	1015,8	1010,4	15	2,2	4,1	20,6	5,4	0	0	0	0	0,857205228
Resistencia_Aero	Chaco	10403	22,6	20,4	1013,2	1007,2	12,1	2,2	4,1	26,3	20,6	0	1	0	0	0,34579042
Junin_Aero	Buenos_Aires	11031	19	13,6	1009,1	999,7	9,5	7,5	10,3	28,2	15	0	1	0	0	0,50781535
Tucuman_Aero_II	Tucuman	10525	15,2	8,2	1016,6	964,6	10,9	3,4	6,2	24	9	0	0	0	0	0,576626364
General_Pico_Aero	La_Pampa	10516	5,8	-2,6	1025,2	1007,3	20	3,3	4,6	15,4	-3	0	0	0	0	0,035774945
Resistencia_Aero	Chaco	10213	29,8	21,6	1005,5	999,6	12,2	2,2	3,6	35	22,5	0	0	0	0	0,219961054
Formosa_Aero	Formosa	11025	21,2	20,4	1015	1008,1	10,8	3,7	6,7	24,2	19,9	0	1	0	0	0,120665049
La_Plata	Buenos_Aires	10223	23	16,9	1013,8	1011,1	10	5	8,2	26,7	19,2	0	0	0	0	0,225870749
Villa_Reynolds_Aero	San_Luis	10226	17	10,5	1016,8	960,4	14,3	3,8	8,2	26,7	7,4	0	0	0	0	0,74179552
Rio_Cuarto_Aero	Cordoba	10720	4,9	-4,7	1013,1	962,3	11,4	6,2	15,4	12	-1,8	0	0	0	0	0,796531423
Paso_De_Los_Libres_Aero	Corrientes	10324	22,6	16,1	1012,7	1004,5	10,8	6,5	10,3	28,3	17	0	0	0	0	0,554001867
Presidencia_R_S_Penia_Aero	Chaco	10802	14,4	10,5	1016,8	1005,8	16,3	6	7,7	18,5	11,4	0	0	0	0	0,432906016
Cordoba_Aero	Cordoba	10112	25,5	14,4	1008,3	952,9	11,1	5,6	10,8	35	16,9	0	1	0	0	0,28540256
Laboulaye_Aero	Cordoba	10825	4,9	-2,8	1033,9	1016,7	9,5	1,3	4,1	13,4	-1,9	0	0	0	0	0,395114415
Sauce_Viejo_Aero	Santa_Fe	10622	9,3	1,9	1013	1010,8	12,1	1,6	4,1	17,3	0,4	0	0	0	0	0,674751554
Corrientes_Aero	Entre_Rios	10704	21,8	19,1	1010,9	1003,7	10,3	3,3	6,7	26,2	15,8	0	1	0	0	0,564503481
Corrientes_Aero	Entre_Rios	10429	23,3	22,1	1011,5	1004,3	9	2,2	3,6	33	21,4	0	1	0	0	0,139428669
Gualeguaychu_Aero	Entre_Rios	10624	10,9	5,9	1021,6	1018,8	15	2,9	3,6	16,4	6	0	0	0	0	0,729758758
San_Rafael_Aero	Mendoza	10602	11,8	-0,3	1018,2	931,8	20	2,2	4,6	23	5,2	0	0	0	0	0,959124467
Mendoza_Aero	Mendoza	10304	21,2	6,1	1015	936,2	12,1	1,7	3,6	27	13,5	0	0	0	0	0,893180236
Esquel_Aero	Chubut	11018	15,2	0,9	1011,7	921,4	29,9	4,8	7,2	24	7,2	0	0	0	0	0,357890737
Azul_Aero	Buenos_Aires	10227	14,3	5,9	1016,8	999,1	13,5	1,1	2,1	25,2	2	1	0	0	0	0,599924129
Rosario_Aero	Santa_Fe	10819	16,5	10,5	1015	1012	10,5	2,9	6,2	26,2	9,6	1	0	0	0	0,24738335
Mar_Del_Plata_Aero	Buenos_Aires	10509	14,1	8,7	1012,5	1010	9,8	1,9	5,7	23	7	0	0	0	0	0,752827555
Azul_Aero	Buenos_Aires	10613	12,1	8,8	1013,8	996,1	8	2,5	4,6	22	4	0	0	0	0	0,589144238
Corrientes_Aero	Entre_Rios	10213	29,6	21,8	1005,8	998,8	9,7	2,2	3,6	35	23	0	0	0	0	0,914690162
Ushuaia_Aero_II	Ushuaia	10614	1,8	-2,3	1008,5	1001,3	17,9	3,3	7,2	4	0	0	0	0	0	0,391287421
San_Julian_Aero	Santa_Cruz	10420	14,4	7,9	1010,2	1002,7	29,9	4,6	7,2	19,6	8,2	0	0	0	0	0,590794806
Mar_Del_Plata_Aero	Buenos_Aires	10203	16,2	8,3	1019,7	1017,2	10,5	3	5,7	23	5	0	0	0	0	0,225006934
Cordoba_Aero	Cordoba	10201	26,3	21,1	1005	949,9	9	4,2	8,2	36	18,8	0	1	0	1	0,355966451
Comodoro_Rivadavia_Aero	Chubut	10224	12,6	9,8	1018,2	1012,7	8,5	5,5	8,2	20,3	10	0	1	0	0	0,874070772
San_Antonio_Oeste_Aero	Rio_Negro	11101	16,3	9,8	1015,3	1012,8	29,9	4,7	8,2	19,7	10	0	0	0	0	0,99443933
Tandil_Aero	Buenos_Aires	10622	8,4	0,4	1009,7	988,7	17,2	4,7	7,7	13,1	1	0	0	0	0	0,817600661
Villa_Dolores_Aero	Cordoba	10714	10,4	-1,9	1020	953	29,9	2,1	4,1	20,2	1,9	0	0	0	0	0,783635221
Rosario_Aero	Santa_Fe	11023	22,2	13,9	1007,2	1004,2	13,7	5,1	11,8	30	16,9	0	0	0	0	0,864892744
Catamarca_Aero_II	Catamarca	10506	22,4	11,7	1013,1	961,7	20	4,7	7,2	29,5	16,3	0	0	0	0	0,020596757
San_Martin_Mza	Mendoza	10412	12,8	0,6	1019,2	943,7	15	4,2	5,1	19,5	9,5	0	0	0	0	0,017701361
Santiago_Del_Estero_Aero	Santiago_del_Estero	11007	22,4	7,4	1016,6	993,5	12,1	3,6	6,7	31,7	10,5	0	0	0	0	0,978136226
Esquel_Aero	Chubut	10615	7,5	0,6	1003,1	910,9	15,8	7,4	14,9	12	0,6	0	1	1	0	0,154405473
Villa_Dolores_Aero	Cordoba	10515	9,2	2,1	1019,8	953	25,6	2,6	5,1	23,8	6,2	0	1	0	0	0,604073308
Junin_Aero	Buenos_Aires	11024	13,8	5	1023,5	1013,7	10,9	5,3	8,2	19,3	8	0	0	0	0	0,369640545
Villa_Reynolds_Aero	San_Luis	10905	16,3	4,1	1013,6	957,2	11,9	4,7	7,7	25,6	5,5	0	0	0	0	0,992998475
Posadas_Aero	Misiones	11016	23,9	14,8	1014,1	999,7	16,7	2,3	6	30	19,7	0	0	0	0	0,205692514
Villa_Reynolds_Aero	San_Luis	11023	18,2	4,5	1009,9	954,6	14,3	5,7	10,3	29,5	12	0	0	0	0	0,816672301
Santiago_Del_Estero_Aero	Santiago_del_Estero	10803	13,9	4,7	1014,2	990,5	11,3	1,8	4,1	23,6	3,5	0	0	0	0	0,963539172
Corrientes_Aero	Entre_Rios	10702	13,3	8,1	1019	1011,5	10,5	2,3	6,2	21,5	6,2	0	0	0	0	0,091793825
Corrientes_Aero	Entre_Rios	10811	11,3	2,8	1018,8	1011,2	8	2,8	5,7	18	5	0	0	0	0	0,566921517
Paso_De_Los_Libres_Aero	Corrientes	11006	16,6	8,8	1022	1013,7	11,6	5,1	7,7	24	8,2	0	0	0	0	0,716611511
Catamarca_Aero_II	Catamarca	11022	25,6	3,2	1002,1	951,7	16,9	11,5	14,4	31,9	20,7	0	0	0	0	0,617726771
Formosa_Aero	Formosa	10501	26,2	21,6	1011,7	1004,8	11,9	3,6	6,7	33	21,6	0	0	0	0	0,674440997
Comodoro_Rivadavia_Aero	Chubut	10220	15,6	9,5	1014,7	1009,2	16,3	3,3	5,1	21	11,5	0	0	0	0	0,448225462
Ezeiza_Aero	Buenos_Aires	10113	25,8	16,6	1015,4	1013	9,3	2,2	5,1	31	18,4	0	0	0	0	0,218322399
Tucuman_Aero_II	Tucuman	10508	16,6	10,6	1012,9	961,4	9,7	2,4	4,1	27,4	10,6	0	0	0	0	0,105361017
Esquel_Aero	Chubut	10923	5,4	-6,3	1031,6	936,2	29,9	1	4,6	15,2	-5,8	0	0	0	0	0,409191894
Trelew_Aero	Chubut	10221	17,9	14,7	1013,5	1008,5	22,7	5,3	8,7	21	14,4	0	0	0	0	0,986036298
San_Antonio_Oeste_Aero	Rio_Negro	10817	9,4	-6,6	1021,4	1018,9	29,9	7,7	12,4	18	1	0	0	0	0	0,924677537
Neuquen_Aero	Neuquen	10101	17,8	1,3	1022,1	990,2	20	2,8	4,1	26,5	8,4	0	0	0	0	0,124230804
Rio_Gallegos_Aero	Santa_Cruz	10923	9,1	0,7	1024,2	1021,9	20,6	9,4	12,4	15	3,5	0	0	0	0	0,365720086
Trelew_Aero	Chubut	10104	18,9	6,9	1011,3	1006,3	29,9	3,8	7,2	29,6	11,4	0	0	0	0	0,236910783
San_Julian_Aero	Santa_Cruz	10727	3,7	-2,2	1011,5	1003,8	29,9	6,8	7,7	9,8	-1,9	0	0	0	0	0,175215726
Rio_Gallegos_Aero	Santa_Cruz	10810	5,6	0,8	987,7	984,8	19,5	6,6	13,9	8,9	1,3	0	0	0	0	0,090107411
Rio_Gallegos_Aero	Santa_Cruz	10428	10,1	2,9	1003,4	1001,1	16,1	6,3	10,3	18	0,5	0	0	0	0	0,880276151
Rio_Gallegos_Aero	Santa_Cruz	10306	9,3	0,2	999,2	997	17,4	6,5	9,8	22	1,5	0	1	0	0	0,574566805
La_Plata	Buenos_Aires	10503	16,3	15,9	1011,2	1008,5	5,8	5,7	6,7	20,5	15,8	0	1	0	0	0,295458853
Bahia_Blanca_Aero	Buenos_Aires	10216	30,6	15,9	1001,2	991,9	13,4	8,4	12,9	37,5	25,4	0	0	0	0	0,480187407
Sauce_Viejo_Aero	Santa_Fe	10301	25,2	16,2	1006,5	1004,4	12,1	5,7	7,2	32	18,6	0	0	0	0	0,823376166
Corrientes_Aero	Entre_Rios	10819	19,4	11,9	1015,4	1008	8,2	3,1	5,7	28	12,3	0	0	0	0	0,240644063
La_Plata	Buenos_Aires	10425	19,2	15,3	1016,9	1014,1	7,6	2	3,6	25,6	11,2	1	0	0	0	0,302044252
Gualeguaychu_Aero	Entre_Rios	10401	22,3	17,6	1013,8	1011,1	13,7	2,8	6,2	31,4	19,4	0	1	0	0	0,60514498
Comodoro_Rivadavia_Aero	Chubut	11019	18,2	1,1	997	991,6	27,5	6,9	12,9	24	10,3	0	0	0	0	0,743584896
Ezeiza_Aero	Buenos_Aires	10721	2,8	0	1013,9	1011,4	10,3	4,7	7,7	12,8	-1,3	0	1	0	0	0,316620936
Sauce_Viejo_Aero	Santa_Fe	10114	26,4	16,3	1013,5	1011,4	12,1	1,6	4,1	32	20	0	0	0	0	0,778130244
Pilar	Cordoba	10616	12,9	8,6	1015,9	976	7,4	6,2	11,3	20	10,8	0	1	0	0	0,344591271
Trelew_Aero	Chubut	10718	0,1	-3,3	1025,7	1020,2	29,9	5,9	7,7	4	-4,5	0	0	0	0	0,017375523
La_Plata	Buenos_Aires	10601	14,8	8,7	1011,1	1008,3	9,2	3,1	5,7	19,5	8,3	0	0	0	0	0,492811296
Dolores_Aero	Buenos_Aires	10615	6,1	1,5	1021,6	1020,5	10	3,8	8,2	12,6	0,2	0	0	0	0	0,209594781
Reconquista_Aero	Santa_Fe	10826	9,3	-1,7	1031,2	1024,6	15	5,4	7,2	15,8	5,2	0	0	0	0	0,716555324
Sauce_Viejo_Aero	Santa_Fe	10325	21,4	15,9	1012,1	1009,9	12,1	2,5	5,1	29	16	0	0	0	0	0,358495328
Viedma_Aero	Rio_Negro	10809	6,1	-2,1	1024,2	1023,3	29,9	2,6	5,1	12,8	-2,9	0	0	0	0	0,678207405
Santiago_Del_Estero_Aero	Santiago_del_Estero	10819	15,4	0,8	1011,5	988	11,4	1,1	3,1	30,2	2,5	0	0	0	0	0,79937052
Corrientes_Aero	Entre_Rios	10417	20,1	15	1017,5	1010,2	10,5	1,8	3,6	28,4	15,4	0	0	0	0	0,435476924
San_Juan_Aero_II	San_Juan	10923	10,9	-3,9	1031,9	960,8	15	4,4	6,2	17,5	3,9	0	0	0	0	0,689529687
Gualeguaychu_Aero	Entre_Rios	10924	12	3,9	1030,8	1027,9	15	3,3	5,1	15,2	0,7	0	0	0	0	0,933338074
Tandil_Aero	Buenos_Aires	10908	13,9	9,1	1012,8	992	13,7	5	7,7	20,4	6,9	1	0	0	0	0,943400629
Sauce_Viejo_Aero	Santa_Fe	10305	18,3	12,5	1014,9	1012,8	12,1	0,8	2,6	25,1	12	0	0	0	0	0,264388449
La_Plata	Buenos_Aires	10130	26,6	20,1	1012,2	1009,5	9,5	2,6	5,7	33,5	20,6	0	0	0	0	0,062252618
La_Plata	Buenos_Aires	10123	25,9	19,7	1011,9	1009,2	8,4	3,2	4,1	30,6	17,5	1	1	0	0	0,788431626
Mar_Del_Plata_Aero	Buenos_Aires	10630	6,4	1,1	1017,9	1015,2	10	4,5	10,3	13,5	1,1	0	0	0	0	0,378317802
San_Julian_Aero	Santa_Cruz	10929	6,7	3,3	1035,7	1027,8	29,9	8,1	10,8	11,4	-0,3	0	0	0	0	0,116271431
Trelew_Aero	Chubut	11018	14,9	2,8	1010,5	1005,8	29,9	3,9	10,3	24,5	6,9	0	0	0	0	0,545056816
Bahia_Blanca_Aero	Buenos_Aires	10925	9,6	0,7	1025,4	1015	14,3	5,5	10,8	17,2	2,8	0	0	0	0	0,65045691
Villa_Reynolds_Aero	San_Luis	10904	13,3	1,5	1018,9	961,6	12,1	7,2	10,3	23,2	5,2	0	0	0	0	0,720819719
Ceres_Aero	Santa_Fe	10301	25,9	16,1	1005,5	995,4	10,1	5,7	8,7	36,4	17	0	0	0	0	0,510661935
Esquel_Aero	Chubut	10404	12,8	3,4	1008,2	917,6	29,9	2,8	6,2	17,8	5	0	0	0	0	0,105972657
Junin_Aero	Buenos_Aires	10511	18,2	11,3	1013,3	1003,7	11,1	4	7,2	24,5	12,5	0	0	0	0	0,842749409
Reconquista_Aero	Santa_Fe	10411	22,6	20,7	1005,9	999,8	7,9	5,5	10,3	29,4	19,3	0	1	0	0	0,556257043
Cordoba_Aero	Cordoba	10127	25	12,6	1011,1	955,4	10,9	5	9,3	35	14,8	0	0	0	0	0,698549942
San_Juan_Aero_II	San_Juan	11019	26,2	5,5	1001,3	935,7	15	3	6,2	38,2	16	0	0	0	0	0,593380036
Trelew_Aero	Chubut	10201	22,5	6,1	1001,2	996,3	27,5	5	11,3	36	14,7	0	1	0	0	0,764322785
San_Luis_Aero	San_Luis	10129	24,2	15,2	1012,6	933,6	20	3,5	6,7	31,1	15,6	0	1	0	0	0,474590501
Santiago_Del_Estero_Aero	Santiago_del_Estero	10522	13	9,1	1020,8	996,9	9,7	0,5	1,5	20	7,6	0	0	0	0	0,597542238
Rio_Cuarto_Aero	Cordoba	10627	11,4	1,8	1009,9	960,3	11,3	7,4	12,3	20,9	2,5	0	0	0	0	0,386060358
Ezeiza_Aero	Buenos_Aires	10406	16,2	9,3	1009,5	1007,1	10,1	4,3	9,3	26,6	12	0	1	0	0	0,169109695
Viedma_Aero	Rio_Negro	10407	14,3	6,4	1012,5	1011,7	29,9	3,4	6,2	19,8	5,4	0	0	0	0	0,658716886
Villa_Reynolds_Aero	San_Luis	11028	24,6	9,4	1008,1	953,6	6,1	9,6	14,4	33	16	0	0	0	0	0,197730436
Ceres_Aero	Santa_Fe	10507	16,7	4,8	1023,9	1013,3	15,6	3,4	5,1	29,9	7,5	0	0	0	0	0,062381773
Trelew_Aero	Chubut	10608	5,9	-2,9	1018,7	1013,4	29,9	3,2	6,2	14,2	-0,6	0	0	0	0	0,910935202
Mar_Del_Plata_Aero	Buenos_Aires	11003	11,1	10,2	1021,8	1019,2	1,6	2,7	7,7	15,5	8,5	1	0	0	0	0,028208098
La_Rioja_Aero	La_Rioja	10815	12,4	4,3	1017,3	966,5	18,3	1	1,5	19,2	1,4	0	0	0	0	0,041364318
San_Rafael_Aero	Mendoza	10216	24,1	13,4	1001,9	920,1	20	4,5	9,3	34,3	16	0	1	0	0	0,424764135
Sauce_Viejo_Aero	Santa_Fe	10210	28,3	20,9	1006,6	1004,5	11,3	2,2	8,2	33,9	23,7	0	0	0	0	0,077014154
La_Plata	Buenos_Aires	10214	25,2	19,1	1010,9	1008,2	9,3	2,1	3,6	33,6	18,6	0	1	0	0	0,132993594
Viedma_Aero	Rio_Negro	10724	6,6	0,7	1018,8	1019,1	29,9	6,1	9,8	15,8	-1,6	0	0	0	0	0,657320241
General_Pico_Aero	La_Pampa	10613	15,9	11,3	1014,3	997,2	16,6	2,5	4,6	24,6	8	0	0	0	0	0,84444611
Mar_Del_Plata_Aero	Buenos_Aires	10121	19,2	15,4	1023,9	1021,4	10,6	4	9,3	23,6	11,6	0	0	0	0	0,151346009
Junin_Aero	Buenos_Aires	11026	16,3	8,9	1015,2	1005,4	9,8	2,9	5,1	26,7	8,5	0	0	0	0	0,334501028
Gualeguaychu_Aero	Entre_Rios	11023	23	15,2	1008,1	1005,4	15	4,5	9,3	28,1	14,2	0	0	0	0	0,530935377
Gualeguaychu_Aero	Entre_Rios	10315	17,4	9,8	1022,6	1019,9	15	1,4	5,1	22,2	11	0	0	0	0	0,588126784
Tucuman_Aero_II	Tucuman	11028	27,2	13,9	1009,5	959,7	10,6	4,8	8,2	35	20,2	0	0	0	0	0,278987133
Tartagal_Aero	Salta	10825	9,2	-5,7	1025,6	972,3	9,2	1,8	7,2	13,6	6,2	0	1	0	0	0,17936153
Santa_Rosa_Aero	La_Pampa	11001	10,3	6,9	1020,1	996,9	24,1	2,9	4,1	14,4	6,2	0	0	0	0	0,080211553
Gualeguaychu_Aero	Entre_Rios	10119	22,8	18,3	1017,1	1014,4	12,7	3,8	6,7	30	18,8	0	0	0	0	0,619057637
